AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,tested_positive,cli.1,ili.1,hh_cmnty_cli.1,nohh_cmnty_cli.1,tested_positive.1,cli.2,ili.2,hh_cmnty_cli.2,nohh_cmnty_cli.2,tested_positive.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0562751,1.0319888,29.7165827,24.033865,18.3327445,1.0117934,1.0360005,29.4983745,24.1539734,20.0466877,1.1177731,1.0932271,29.7283382,24.4641733,21.4280472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117934,1.0360005,29.4983745,24.1539734,20.0466877,1.1177731,1.0932271,29.7283382,24.4641733,21.4280472,1.0506838,0.9855452,30.1676163,24.7965344,18.3412435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1177731,1.0932271,29.7283382,24.4641733,21.4280472,1.0506838,0.9855452,30.1676163,24.7965344,18.3412435,0.9416032,0.8770723,29.6826714,24.0532022,18.4364532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0506838,0.9855452,30.1676163,24.7965344,18.3412435,0.9416032,0.8770723,29.6826714,24.0532022,18.4364532,1.1379714,1.0498791,28.8776331,23.4466091,22.1964539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416032,0.8770723,29.6826714,24.0532022,18.4364532,1.1379714,1.0498791,28.8776331,23.4466091,22.1964539,0.8772986,0.7899616,28.7493254,23.6814245,20.0586606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1379714,1.0498791,28.8776331,23.4466091,22.1964539,0.8772986,0.7899616,28.7493254,23.6814245,20.0586606,0.9362311,0.8479118,28.0389215,22.4127228,18.9740135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5481611,1.6118814,34.1494381,27.4901303,21.8872771,1.5840886,1.6716036,34.2774065,27.789918,21.8998525,1.3633215,1.48006,34.6284797,28.3517709,22.7713668
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5840886,1.6716036,34.2774065,27.789918,21.8998525,1.3633215,1.48006,34.6284797,28.3517709,22.7713668,1.3163987,1.4152222,34.2019631,27.9163897,21.3639119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3633215,1.48006,34.6284797,28.3517709,22.7713668,1.3163987,1.4152222,34.2019631,27.9163897,21.3639119,1.2214844,1.2760533,33.7344366,27.4198422,21.8105168
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3163987,1.4152222,34.2019631,27.9163897,21.3639119,1.2214844,1.2760533,33.7344366,27.4198422,21.8105168,1.3526488,1.4467505,33.7526774,26.8012467,21.5261019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2214844,1.2760533,33.7344366,27.4198422,21.8105168,1.3526488,1.4467505,33.7526774,26.8012467,21.5261019,1.3629077,1.433048,33.472055,26.6818991,22.2476727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3526488,1.4467505,33.7526774,26.8012467,21.5261019,1.3629077,1.433048,33.472055,26.6818991,22.2476727,1.2566568,1.3273143,32.8957656,25.7205125,23.3834013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3629077,1.433048,33.472055,26.6818991,22.2476727,1.2566568,1.3273143,32.8957656,25.7205125,23.3834013,1.4051733,1.4507092,33.2378337,26.1845778,21.6928901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2566568,1.3273143,32.8957656,25.7205125,23.3834013,1.4051733,1.4507092,33.2378337,26.1845778,21.6928901,1.5152161,1.6102925,33.556354,26.7878396,21.641308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4051733,1.4507092,33.2378337,26.1845778,21.6928901,1.5152161,1.6102925,33.556354,26.7878396,21.641308,1.4372734,1.5295,34.3819644,27.8543612,24.7259043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5152161,1.6102925,33.556354,26.7878396,21.641308,1.4372734,1.5295,34.3819644,27.8543612,24.7259043,1.5723173,1.6608295,35.0857591,28.6976624,26.758866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4372734,1.5295,34.3819644,27.8543612,24.7259043,1.5723173,1.6608295,35.0857591,28.6976624,26.758866,1.648814,1.6818385,34.5760267,28.6640819,25.1932476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5723173,1.6608295,35.0857591,28.6976624,26.758866,1.648814,1.6818385,34.5760267,28.6640819,25.1932476,1.6684376,1.7225717,35.041286,29.1719299,24.4948891
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.648814,1.6818385,34.5760267,28.6640819,25.1932476,1.6684376,1.7225717,35.041286,29.1719299,24.4948891,1.8892065,1.9430768,36.0455434,30.1222275,26.6539609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6684376,1.7225717,35.041286,29.1719299,24.4948891,1.8892065,1.9430768,36.0455434,30.1222275,26.6539609,1.8280731,1.9026103,35.7830382,29.6752048,29.4108322
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8892065,1.9430768,36.0455434,30.1222275,26.6539609,1.8280731,1.9026103,35.7830382,29.6752048,29.4108322,1.7315884,1.7594138,35.3625161,29.2101966,30.1929142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8280731,1.9026103,35.7830382,29.6752048,29.4108322,1.7315884,1.7594138,35.3625161,29.2101966,30.1929142,1.9365395,1.9859361,35.5364207,29.1885945,26.6320408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7315884,1.7594138,35.3625161,29.2101966,30.1929142,1.9365395,1.9859361,35.5364207,29.1885945,26.6320408,1.8833631,1.9451011,35.6177356,28.6331085,25.4016956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9365395,1.9859361,35.5364207,29.1885945,26.6320408,1.8833631,1.9451011,35.6177356,28.6331085,25.4016956,1.7305835,1.8147786,36.3227103,29.1296097,25.8443136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833631,1.9451011,35.6177356,28.6331085,25.4016956,1.7305835,1.8147786,36.3227103,29.1296097,25.8443136,1.6622028,1.7452313,36.0556379,28.9243738,27.0807578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7305835,1.8147786,36.3227103,29.1296097,25.8443136,1.6622028,1.7452313,36.0556379,28.9243738,27.0807578,1.5883533,1.670107,35.5824478,28.1769186,29.0526196
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6622028,1.7452313,36.0556379,28.9243738,27.0807578,1.5883533,1.670107,35.5824478,28.1769186,29.0526196,1.5475606,1.6049708,35.7278889,28.5682711,25.8247085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5883533,1.670107,35.5824478,28.1769186,29.0526196,1.5475606,1.6049708,35.7278889,28.5682711,25.8247085,1.5698505,1.605498,35.3241457,28.0268092,26.3171702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5475606,1.6049708,35.7278889,28.5682711,25.8247085,1.5698505,1.605498,35.3241457,28.0268092,26.3171702,1.3928173,1.4183719,34.551079,27.471589,27.4695716
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5698505,1.605498,35.3241457,28.0268092,26.3171702,1.3928173,1.4183719,34.551079,27.471589,27.4695716,1.3012251,1.3301581,33.619867,26.9136715,26.1852809
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3928173,1.4183719,34.551079,27.471589,27.4695716,1.3012251,1.3301581,33.619867,26.9136715,26.1852809,1.3449879,1.4329389,33.5528724,26.9057933,26.7284824
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3012251,1.3301581,33.619867,26.9136715,26.1852809,1.3449879,1.4329389,33.5528724,26.9057933,26.7284824,1.3552436,1.4451862,33.0829883,26.3534777,26.061882
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3449879,1.4329389,33.5528724,26.9057933,26.7284824,1.3552436,1.4451862,33.0829883,26.3534777,26.061882,1.3057293,1.3960672,32.3765603,25.9501761,24.9390779
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552436,1.4451862,33.0829883,26.3534777,26.061882,1.3057293,1.3960672,32.3765603,25.9501761,24.9390779,1.1648777,1.2651996,32.355452,25.8796523,25.9200259
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3057293,1.3960672,32.3765603,25.9501761,24.9390779,1.1648777,1.2651996,32.355452,25.8796523,25.9200259,1.2229949,1.3199674,32.0781453,26.1033259,25.282723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1648777,1.2651996,32.355452,25.8796523,25.9200259,1.2229949,1.3199674,32.0781453,26.1033259,25.282723,1.2398391,1.3268232,31.9359364,25.7720952,25.4932171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2229949,1.3199674,32.0781453,26.1033259,25.282723,1.2398391,1.3268232,31.9359364,25.7720952,25.4932171,1.3481048,1.4202631,33.1736093,27.0482918,25.2843472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2398391,1.3268232,31.9359364,25.7720952,25.4932171,1.3481048,1.4202631,33.1736093,27.0482918,25.2843472,1.273971,1.2802992,32.7568474,26.8029689,25.2887388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3481048,1.4202631,33.1736093,27.0482918,25.2843472,1.273971,1.2802992,32.7568474,26.8029689,25.2887388,1.3467324,1.3960444,33.3342966,27.6866135,26.1270142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.273971,1.2802992,32.7568474,26.8029689,25.2887388,1.3467324,1.3960444,33.3342966,27.6866135,26.1270142,1.2939417,1.3425235,33.4298476,28.0146335,24.1689302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3467324,1.3960444,33.3342966,27.6866135,26.1270142,1.2939417,1.3425235,33.4298476,28.0146335,24.1689302,1.3132544,1.3552483,32.8278078,27.456974,24.4635034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2939417,1.3425235,33.4298476,28.0146335,24.1689302,1.3132544,1.3552483,32.8278078,27.456974,24.4635034,1.2456655,1.2870188,32.5192393,26.6057376,25.1939641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3132544,1.3552483,32.8278078,27.456974,24.4635034,1.2456655,1.2870188,32.5192393,26.6057376,25.1939641,1.2145012,1.2551007,32.7329857,26.4724071,25.2821291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2456655,1.2870188,32.5192393,26.6057376,25.1939641,1.2145012,1.2551007,32.7329857,26.4724071,25.2821291,1.1438575,1.1843243,32.0662726,26.0633672,26.1508283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2145012,1.2551007,32.7329857,26.4724071,25.2821291,1.1438575,1.1843243,32.0662726,26.0633672,26.1508283,1.0818623,1.1340184,32.2655935,25.8784488,25.9673244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1438575,1.1843243,32.0662726,26.0633672,26.1508283,1.0818623,1.1340184,32.2655935,25.8784488,25.9673244,1.0102543,1.0323222,31.3856463,25.082242,24.0287906
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0818623,1.1340184,32.2655935,25.8784488,25.9673244,1.0102543,1.0323222,31.3856463,25.082242,24.0287906,0.9900868,1.0118724,31.5868478,24.8161206,25.2021151
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0102543,1.0323222,31.3856463,25.082242,24.0287906,0.9900868,1.0118724,31.5868478,24.8161206,25.2021151,0.9259177,0.941312,31.7052455,24.9335073,26.0153131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900868,1.0118724,31.5868478,24.8161206,25.2021151,0.9259177,0.941312,31.7052455,24.9335073,26.0153131,1.102754,1.081485,31.7137314,24.8653288,25.7533804
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259177,0.941312,31.7052455,24.9335073,26.0153131,1.102754,1.081485,31.7137314,24.8653288,25.7533804,1.1786466,1.1719051,31.6810615,25.1495932,24.8021581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102754,1.081485,31.7137314,24.8653288,25.7533804,1.1786466,1.1719051,31.6810615,25.1495932,24.8021581,1.2495943,1.2428555,30.9525452,24.2746619,23.7457055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1786466,1.1719051,31.6810615,25.1495932,24.8021581,1.2495943,1.2428555,30.9525452,24.2746619,23.7457055,1.3639942,1.3449587,31.1133042,24.9184299,25.1928697
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2495943,1.2428555,30.9525452,24.2746619,23.7457055,1.3639942,1.3449587,31.1133042,24.9184299,25.1928697,1.3532407,1.3370366,31.3423947,24.7736112,27.2217063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3639942,1.3449587,31.1133042,24.9184299,25.1928697,1.3532407,1.3370366,31.3423947,24.7736112,27.2217063,1.3329529,1.3166909,31.1700744,25.075125,26.1253442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3532407,1.3370366,31.3423947,24.7736112,27.2217063,1.3329529,1.3166909,31.1700744,25.075125,26.1253442,1.3313509,1.3212224,30.4147255,24.3055157,26.6843845
